;tid;act;emotion;sentiment;text
200;2017-En-31489;sta;['joy', 'optimism'];positive;Better mood today! Bring me #teasing, #flirting, #xdressers, #laughter, and #roleplayers! Also #confessions and #secrets @underdeskloser
201;2017-En-21952;oth;['anger', 'disgust', 'pessimism', 'sadness'];negative;♪OLD FISH  #discourage
202;2017-En-30764;exp;['joy', 'optimism'];positive;@BbeautifulSoul_ u always gotta attitude tho ... 😕 cheer up
203;2017-En-31475;sug;['joy', 'optimism', 'trust'];negative;Accept the challenges so that you can feel the exhilaration of victory. George S. Patton #quote #yeg
204;2017-En-31424;exp;['joy', 'pessimism', 'sadness'];negative;@URClassless I think that yawning actor died of a drug overdose. #glee
205;2017-En-31384;exp;['anticipation', 'joy'];positive;"@ToyStoriesInt They look FAB, they were made for the big screen!Can't wait to see this evolve &amp; the bright future of these little toy people"
206;2017-En-11149;que;['anger', 'disgust'];negative;"Imagine being bitter when your bias is dating &amp; sending threats to their partner. Like why? That's nasty. And they don't even know you exist"
207;2017-En-31570;sta;['anticipation', 'joy', 'optimism'];positive;@carras16 still bright ✨
208;2017-En-11118;sta;['anger', 'disgust'];negative;White people irritate me.
209;2017-En-11595;sta;['disgust', 'fear', 'sadness'];negative;I just killed a spider so big it sprayed spider guts on me like a horror movie.\n #ugh
210;2017-En-40866;exp;['anger', 'disgust', 'pessimism', 'sadness'];negative;@British_Airways In your Concorde Lounge in Terminal 7 JFK. So saddened to have to say, service so far is dismal. Don't expect a reply.
211;2017-En-22035;sta;['anger', 'disgust', 'fear', 'sadness'];negative;I'm mad at the injustice, so I'm going to smash my neighbours windows'.  Makes perfect sense.  #CharlotteProtest #terrible
212;2017-En-10552;exp;['anger', 'joy', 'optimism'];negative;Realizing that holding a grudge for long is immaturity is wisdom
213;2017-En-20299;que;['disgust', 'fear'];negative;@NinjaWorrier @ali_zimmer @m_pattison How long ago was that? (I shudder to think.)
214;2017-En-10959;sta;['anger', 'disgust', 'sadness'];negative;new madden 16 video was gonna be up but xbox is being an ahole and not going through 🙄🙄 #struggles
215;2017-En-21183;exp;['anger', 'disgust'];negative;Nothing worse than an uber driver that can't drive. #awful
216;2017-En-20893;sug;['joy', 'optimism'];positive;"#bestadvice from a #movienight, pickup the #phone &amp; #start dialing, no1 will knw a #startups #product #service if thy dnt tell the #world"
217;2017-En-10770;sta;['joy', 'surprise'];positive;"#firsttweetever sippin #hotchocolate wondering #why I finally gave in &lt;3 haha #hellloooootwitter - ...its because #facebookisforfamily"
218;2017-En-40926;que;['optimism', 'pessimism', 'sadness'];negative;are you feeling horribly depressed and despondent about life and your future' - @lauraroyden always knows just what to say
219;2017-En-31433;exp;['joy', 'love', 'optimism'];positive;#ilofitt is #laughter #happiness #spiritual #mental #physical #pizza. Just kidding about the pizza. Work hard in all facets for a fitlife!
220;2017-En-10386;exp;['anticipation', 'optimism', 'trust'];negative;Inner conflict happens when we are at odds with ourselves. Honor your values and priorities.  #innerconflict #conflict #values
221;2017-En-21345;exp;['sadness'];negative;It appears my fire alarm disapproves of my cooking style
222;2017-En-40381;exp;['optimism', 'sadness'];negative;@ChibiReviews Post series depression can be quite bad, but it will get better, I bet someone will pick the novel soon in the west.
223;2017-En-40519;sta;['anticipation', 'optimism', 'surprise'];positive;That's me for the evening, though! Way too lit to finish these off properly without causing some serious mischief.
224;2017-En-41430;exp;['joy', 'optimism'];positive;Those were the times, I thought I can never be sober. But still His grace are beyond my limits 🙏🏾
225;2017-En-20930;exp;['anger', 'disgust'];negative;@Rocks_n_Ropes Can't believe how rude your cashier was today when I was returning an item!  Your customer service is slacking. #terrible
226;2017-En-30368;sta;['joy', 'optimism'];positive;@sportinglifecan I keep a down vest or sweater in my pack year round! Helps on chilly mornings or breezy mountain tops! #mysportinglife
227;2017-En-10633;sug;[];neutral;@warFarePower dip it in boiling water
228;2017-En-21371;exp;['anger', 'disgust', 'fear', 'optimism', 'sadness'];negative;Good job #Texas for saying no to #Obama for #refugees who could be #terrorists! #Wakeup, #America! #Stop #terrorism. #pray @foxandfriends
229;2017-En-10445;exp;['anger', 'sadness'];negative;@trendykittykat Some people would rather hang on to their indignant anger. *weary sigh*
230;2017-En-31523;exp;['joy', 'optimism', 'trust'];positive;#brigetjonesbabys #brigetjonesbaby was the best film! #hilarious - so good - so funny!! 🙌
231;2017-En-30241;que;['anticipation'];negative;What if.... the Metro LRT went over the Walterdale?!?! 😂 #yeg
232;2017-En-30244;sta;['joy', 'optimism'];positive;@TheeCurrentYear @Sargon_of_Akkad this is too much hilarity for one day
233;2017-En-11639;exp;['anger', 'disgust', 'pessimism', 'sadness'];negative;I'm not sure if burning and looting really can positively impact a community
234;2017-En-30177;sta;['joy', 'optimism'];positive;@BlueJayHunter I'm fine on the near future, I just want to go to bed super elated and put together audio compilations of great moments.
235;2017-En-21754;req;['anticipation'];negative;If u know anything about football help me out here, who should I start
236;2017-En-22085;que;['anticipation', 'surprise'];neutral;Does anyone know, are both Sims in a dual sim phone both locked to the same network!
237;2017-En-31605;sta;['joy'];positive;"You head north and arrive at a breezy cave. It smells sweet. You glance at your watch; you're running 15 minutes late."
238;2017-En-30003;oth;['joy', 'love'];positive;@gardiner_love : Thank you so much, Gloria! You're so sweet, and thoughtful! You just made my day more joyful! I love you too! 😊💕
239;2017-En-20103;exp;['anger', 'disgust', 'fear'];negative;A country that gave safe house to #Osama Bin #Laden is dangerous if not contained. #Pakistan is a #terror heaven, declare so @BanKimoon_amdg
240;2017-En-22216;sta;['anger', 'disgust', 'sadness'];negative;@westelm tells me my order will ship on Sept 12, arriving by Sept 19. Today is the 22. 😐 #lies  #whereismyfurniture
241;2017-En-10548;exp;['anticipation', 'disgust'];negative;@PatriotsInform I don't see why you think we'll have a dumbed down simplified offense with Brissett. He comes from a very complicated system
242;2017-En-20048;sta;['fear', 'sadness'];negative;i had a hard time falling a sleep and woke up several times because i was afraid of bugs crawling on me and i ended up waking up with a bite
243;2017-En-21296;sta;['anger', 'fear', 'sadness'];negative;Time for some despair #SDR3  #fuckthisanime
244;2017-En-11580;oth;['anger', 'disgust'];negative;@Cass_Pennant @frankbrunoboxer @WestHamUtd @davidgold @MaccaFrank @JonjoHeuerman @WestHamMagazine @CasualMind_ @karren_brady it's an insult.
245;2017-En-31296;oth;['joy'];positive;@StephaliciousD afternoon delight
246;2017-En-21368;sta;['fear'];negative;I stepped into the shower and my spidey senses tangled. I immediately looked up and saw a spider directly above my head.
247;2017-En-11099;exp;['anger', 'disgust', 'sadness'];negative;"RE: #politicallycorrect #BS   What if I am #offended by your assumption the USA should change because you are a 'visitor' &amp; don't like it?"
248;2017-En-21221;sta;['anger', 'disgust'];negative;Thanks for ripping me off again #Luthansa €400 not enough for a one way flight to man from Frk then €30 for a bag then free at gate #awful
249;2017-En-40584;exp;['anticipation', 'sadness', 'surprise'];negative;@_noTORIEty lol senior year we would get early dismal for work study ,he was her boss and you know what happened next 🙃
250;2017-En-20799;exp;['optimism'];positive;The most important characteristic of leadership is the lack of . #activism #equity #revolution
251;2017-En-21598;sta;['joy', 'optimism', 'trust'];positive;thank you for finding this @ @afcEnes coy
252;2017-En-41163;sta;['pessimism', 'sadness'];negative;I want to pour all my tears on someone right now. So tired of this #upset #sad
253;2017-En-30436;exp;['joy', 'optimism', 'trust'];positive;repentance, and trusting in Christ. It is lowly and painful, but it is also joyous, peaceful, and absolutely glorious. (2/2)
254;2017-En-11550;que;['anger', 'disgust'];negative;@TalkTalkCare  how on earth can I send an email to you? Very annoyed customer!!!
255;2017-En-21456;sta;['pessimism', 'sadness'];negative;@tariqmateen but sadly he missed some crucial and important points. Indian terrorism in pk,  kal Boshan,  etc..  Raw involvement
256;2017-En-10240;exp;['anger', 'disgust', 'sadness'];negative;"@UnitedFrontRev @JuanDeznuts @LucidHurricane_ sex offense happens across ALL races, cultures, and creeds &amp; they should be castrated"
257;2017-En-40300;que;['disgust', 'sadness'];negative;@marksandspencer Where has your 50% grapefruit squash gone,not been able to get for weeks #unhappy
258;2017-En-40618;sug;['optimism'];positive;Do not grow weary in doing good.'\n\n-@billclinton
259;2017-En-11673;exp;[];positive;He's mixing it up pretty well..using that slider pretty affective so far #thebabybombers #yankees
260;2017-En-31150;sta;['anticipation', 'surprise'];neutral;Sharpened a pencil today, haven't sharpened once since 1999. ✏️
261;2017-En-40576;exp;['joy', 'pessimism'];negative;@MarianKeyes maybe he had constipation issues..? Not that I KNOW dates relieve such an affliction! No way jose!
262;2017-En-30034;exp;['joy', 'love', 'optimism'];positive;I #love to #laugh and share #laughter as way to share #joy
263;2017-En-40388;exp;['anger', 'disgust'];negative;@GrimsToyShow grim what the fuck going on with these dame fucking clowns takeing the gameing channel if I had a way to nj I would delete
264;2017-En-21406;sta;[];positive;Multitasking .... I may have to induce these seeds of mine to sleep.
265;2017-En-21407;sta;['fear', 'joy', 'optimism'];positive;On the way to Laser Vista ... lens implantation ... #LaserVista #nervous #happy
266;2017-En-11539;sta;['anger', 'disgust'];negative;@JaredWyand Maybe if it was transgender the media would cover it
267;2017-En-40659;exp;['disgust'];negative;@cherrivarisco @audubonsociety Oh yes, males are colourful and the Females are dull, so that they can blend in to their environment.
268;2017-En-21591;exp;['fear', 'pessimism', 'sadness'];negative;#Depression has you wanting to change the past, #anxiety has you focusing on the unknown future. Neither are about living in the present.
269;2017-En-21015;sta;['joy', 'love'];positive;#nana 4 hoco bc my dream since freshman year awe 😙❤❤❤ @thecandeyman
270;2017-En-21142;oth;['anticipation', 'joy', 'surprise'];positive;Pull over #tonight and make your car #shake 😋💦
271;2017-En-41321;exp;['optimism'];positive;#Taurus, for the most part, you have perfect control over your Emotions and you are careful not to be so sulky around anyone!
272;2017-En-31427;sug;['joy', 'love', 'optimism'];positive;If you want others to be #happy, practice #compassion. If you want to be happy, practice compassion.' Dalai Lama
273;2017-En-30860;sta;['joy', 'optimism'];positive;@len_snart Mick nods. 'I would like that.' He went back to his food, smiling as he finished it.
274;2017-En-20126;sta;['disgust', 'pessimism', 'sadness'];negative;"Grim and despair feeling-I look at self and my family. Hubby fought 20+ years for this country. I've worked 20+ years for this govt--&gt;"
275;2017-En-21436;que;['joy', 'sadness'];negative;Why is it so windy? So glad I didn't ride my bike.  #wind
276;2017-En-30189;sta;['joy', 'love', 'optimism'];positive;I am always ready to #smile.
277;2017-En-30409;sta;['joy'];positive;Watch this amazing live.ly broadcast by @swagrman_fan #lively #musically
278;2017-En-40222;que;['fear', 'sadness'];negative;It's sad when your man leaves work a little bit late and your worst fear is 'Oh no!! Did he get stopped by the police?!?! '  #ourworld
279;2017-En-21911;oth;['anger', 'disgust', 'sadness'];negative;@BouchetPetersen @libe @dom_albertini @DavidDoucet Imposuture intellectuelle ! #préjugés #intolérance #personnalitéAutoritaire
280;2017-En-20937;que;['anticipation'];negative;@WunderlistHelp are you guys still down? When can we go up?
281;2017-En-11071;que;['anger', 'disgust'];negative;warning: i am a sensitive, angry, insecure baby today, but UGH why do people at large either hate or ignore me bc it is literally~the worst~
282;2017-En-10620;exp;['anticipation', 'optimism'];positive;You can't fight the elephants until you have wrestled the pigs. #quoteoftheday
283;2017-En-11045;exp;['joy', 'optimism'];positive;Favourite quote of the year so far is by @ameliameech 'I swore at a parsnip' 😂
284;2017-En-10994;sta;['anger', 'joy'];negative;A guy was raging so hard during a rocket league game, when i beat him he started crying and i was laughing so hard lol
285;2017-En-11367;exp;['sadness'];negative;Imagine celtic burst the net wae every attempt, but nutt same old dain it hard way usual
286;2017-En-20998;que;['anger', 'disgust', 'fear'];negative;Swear all of my guy friends are scaredy cats. You don't do horror movies. You don't do haunted houses. Wtf do you do then?
287;2017-En-21342;exp;['fear'];negative;@kohara19 It's a rare land octopus. Be very afraid.
288;2017-En-30127;sta;['joy', 'love', 'optimism'];positive;Thanks for making our Mass with Fr. Vallely respectful, meaningful, and joyful @ACSSCrusader @AssumptionHCDSB ! #SeeWithEyesOfMercy
